key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12
YHVMWKT,1909-08-26,0,Central Kansas,regular,,Manhattan,1,,Salina,2,,,2:00,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Aug 27, 1909",0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,
RBKKPZQ,1909-08-27,0,Central Kansas,regular,,Clay Center,3,,Ellsworth,2,,,,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Aug 28, 1909",0,0,0,0,0,0,0,2,0,0,1,,0,0,0,0,0,2,0,0,0,0,0,
LHQSCXB,1909-08-27,0,Central Kansas,regular,,Manhattan,2,,Salina,3,,,,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Aug 28, 1909",0,0,0,2,0,0,0,0,0,,,,0,0,3,0,0,0,0,0,x,,,
TLWPBMZ,1909-08-28,0,Central Kansas,regular,,Clay Center,,,Ellsworth,,,,,,postponed,wet grounds,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Aug 30, 1909",,,,,,,,,,,,,,,,,,,,,,,,
PLZJQFJ,1909-08-28,0,Central Kansas,regular,,Abilene,6,,Minneapolis,1,,,,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Aug 30, 1909",1,1,1,2,1,0,0,,,,,,0,0,0,0,0,1,0,,,,,
LLCZGNJ,1909-08-28,0,Central Kansas,regular,,Manhattan,,,Salina,,,,,,postponed,wet grounds,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Aug 30, 1909",,,,,,,,,,,,,,,,,,,,,,,,
MMFVDCS,1909-08-30,0,Central Kansas,regular,,Manhattan,3,,Ellsworth,1,,,,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Aug 31, 1909",0,0,0,0,0,0,1,0,2,,,,1,0,0,0,0,0,0,0,0,,,
GTYSYVM,1909-08-30,0,Central Kansas,regular,,Junction City,1,,Minneapolis,0,,,,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Aug 31, 1909",1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,
BLYBCBF,1909-08-30,0,Central Kansas,regular,,Clay Center,1,,Salina,4,,,1:30,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Aug 31, 1909",0,0,0,0,0,1,0,0,0,,,,2,0,0,0,0,2,0,0,x,,,
PMNDZXK,1909-08-31,0,Central Kansas,regular,,Manhattan,2,,Ellsworth,4,,,,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Sep 1, 1909",0,1,0,0,0,0,0,0,1,,,,1,0,0,0,0,3,0,0,0,,,
WGPWFCZ,1909-08-31,0,Central Kansas,regular,,Junction City,6,,Minneapolis,12,,,,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Sep 1, 1909",1,0,5,0,0,0,0,,,,,,0,1,0,0,0,7,4,,,,,
TDNNJZS,1909-08-31,0,Central Kansas,regular,,Clay Center,0,,Salina,6,,,,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Sep 1, 1909",0,0,0,0,0,0,0,0,0,,,,2,0,1,1,0,2,0,0,x,,,
VTWYCZM,1909-09-01,0,Central Kansas,regular,,Abilene,,,Beloit,,,,,,postponed,rain,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Sep 2, 1909",,,,,,,,,,,,,,,,,,,,,,,,
JTLTSPW,1909-09-01,0,Central Kansas,regular,,Junction City,,,Minneapolis,,,,,,postponed,rain,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Sep 2, 1909",,,,,,,,,,,,,,,,,,,,,,,,
FDTKKPM,1909-09-01,0,Central Kansas,regular,,Clay Center,1,,Salina,0,,,,,final,,,1909/1909-SDU/SDU-19090823.txt,"The Salina Daily Union Sep 2, 1909",,,,,,,,,,,,,,,,,,,,,,,,
