key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18
GVBMZXR,1911-07-04,2,Central,regular,,Dayton,13,,Fort Wayne,6,,,2:25,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,8,0,1,3,0,0,1,0,0,,,,,,,,,,0,0,0,0,2,0,1,0,3,,,,,,,,,
MMYLTMK,1911-07-04,1,Central,regular,,South Bend I,1,,Newark,3,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,0,0,0,0,1,0,0,0,,,,,,,,,,0,0,0,0,0,1,1,1,x,,,,,,,,,
THYQDXV,1911-07-04,2,Central,regular,,South Bend I,3,,Newark,1,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,2,0,0,1,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,
FLRYYXX,1911-07-04,1,Central,regular,,Evansville,8,,Terre Haute,5,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,1,2,2,1,1,0,1,,,,,,,,,,,,1,0,1,1,0,0,2,,,,,,,,,,,
QXVHNPT,1911-07-04,2,Central,regular,,Evansville,1,,Terre Haute,7,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,1,0,0,0,0,0,0,0,0,,,,,,,,,,3,0,2,2,0,0,0,0,x,,,,,,,,,
ZGQKVBD,1911-07-04,1,Central,regular,,Zanesville,7,,Wheeling,1,,,1:31,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,1,0,2,1,0,2,0,0,1,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,
XRFRTCN,1911-07-04,2,Central,regular,,Zanesville,5,,Wheeling,5,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,1,0,0,1,2,0,1,,,,,,,,,,,0,1,0,1,0,0,3,0,,,,,,,,,,
GVYHTBB,1911-07-05,0,Central,regular,,Zanesville,0,,Dayton,1,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,x,,,,,,,,,
TRLNPHH,1911-07-05,0,Central,regular,,Wheeling,3,,Fort Wayne,4,,,1:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,0,0,2,0,1,0,0,0,,,,,,,,,,0,0,4,0,0,0,0,0,0,,,,,,,,,
PJPRDKF,1911-07-05,0,Central,regular,,Evansville,2,,Newark,4,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,2,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,3,0,1,0,0,x,,,,,,,,,
MPPWQKT,1911-07-05,0,Central,regular,,Terre Haute,4,,South Bend I,1,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,0,0,3,0,0,0,0,1,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,
DRSSNYY,1911-07-06,0,Central,regular,,Zanesville,1,,Dayton,0,,,1:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,0,0,0,1,x,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,
ZQXHPWK,1911-07-06,0,Central,regular,,Wheeling,3,,Fort Wayne,2,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,1,0,0,0,2,0,0,0,0,,,,,,,,,,0,1,0,0,0,0,0,0,1,,,,,,,,,
FXNTPHH,1911-07-06,0,Central,regular,,Evansville,10,,Newark,4,,,2:05,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,4,0,0,0,0,1,3,2,0,,,,,,,,,,0,0,0,0,3,1,0,0,0,,,,,,,,,
HVFJYVT,1911-07-06,0,Central,regular,,Terre Haute,0,,South Bend I,6,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110701.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,2,1,0,0,3,x,,,,,,,,,
JVLRDHT,1911-07-07,0,Central,regular,,Zanesville,3,,Dayton,7,,,2:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,Sporting Life Vol 57 Number 20 Page 19,0,2,0,0,0,0,1,0,0,,,,,,,,,,0,0,3,0,0,0,0,3,1,x,,,,,,,,
KFDVRXQ,1911-07-07,0,Central,regular,,Wheeling,0,,Fort Wayne,2,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,1,,,,,,,,,
PDCYSSK,1911-07-07,0,Central,regular,,Evansville,,,Newark,,,,,,postponed,rain,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGXVFJQ,1911-07-07,0,Central,regular,,Terre Haute,0,,South Bend I,3,,,1:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0,0,0,0,0,x,,,,,,,,,
BXNZNCK,1911-07-08,1,Central,regular,,Wheeling,4,,Dayton,3,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,4,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,1,0,1,0,1,0,,,,,,,,,
GXZXFML,1911-07-08,2,Central,regular,,Wheeling,11,,Dayton,5,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,2,0,0,0,5,4,0,,,,,,,,,,,,0,0,0,0,0,5,0,,,,,,,,,,,
XQLDKRZ,1911-07-08,0,Central,regular,,Zanesville,6,,Fort Wayne,9,,,2:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,3,0,0,0,0,0,0,3,0,,,,,,,,,,0,0,3,2,0,1,2,1,x,,,,,,,,,
QDZRHNM,1911-07-08,0,Central,regular,,Terre Haute,1,,Newark,5,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,0,0,0,0,0,1,0,,,,,,,,,,0,0,2,1,0,0,2,0,x,,,,,,,,,
ZVYJGRX,1911-07-08,0,Central,regular,,Evansville,7,,South Bend I,2,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,5,0,0,0,2,0,0,,,,,,,,,,0,0,0,2,0,0,0,0,0,,,,,,,,,
VVKPRVM,1911-07-09,1,Central,regular,,Wheeling,4,,Dayton,5,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,0,1,2,0,1,0,0,,,,,,,,,,1,0,0,2,0,0,0,1,1,,,,,,,,,
PDCLKXN,1911-07-09,2,Central,regular,,Wheeling,1,,Dayton,2,,,1:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,0,0,1,0,0,0,,,,,,,,,,,0,0,0,0,1,0,0,1,,,,,,,,,,
MVFTJQN,1911-07-09,0,Central,regular,,Zanesville,7,,Fort Wayne,4,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,1,0,0,0,0,5,0,0,1,,,,,,,,,,0,1,0,1,0,1,0,0,1,,,,,,,,,
JHJDJSR,1911-07-09,0,Central,regular,,Terre Haute,0,,Newark,5,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,1,0,1,0,3,x,,,,,,,,,
ZQSXGKS,1911-07-09,0,Central,regular,,Evansville,3,,South Bend I,7,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,1,0,0,2,0,0,0,0,,,,,,,,,,0,2,4,0,0,0,0,1,x,,,,,,,,,
CDMZQPK,1911-07-10,0,Central,regular,,Zanesville,5,,Fort Wayne,2,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,2,0,2,0,0,0,0,0,1,,,,,,,,,,0,0,0,2,0,0,0,0,0,,,,,,,,,
XZBJYVT,1911-07-10,0,Central,regular,,Terre Haute,0,,Newark,2,,,1:10,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,0,0,0,0,0,0,x,,,,,,,,,
LYKHCQL,1911-07-10,0,Central,regular,,Evansville,3,,South Bend I,0,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,0,2,1,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
XSJRYDK,1911-07-11,0,Central,regular,,Dayton,7,,Newark,4,,,1:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,1,6,0,0,0,0,,,,,,,,,,,,,0,0,4,0,0,x,,,,,,,,,,,,
NWNSXPN,1911-07-11,0,Central,regular,,Fort Wayne,0,,South Bend I,2,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,0,0,1,0,0,0,x,,,,,,,,,
XTGNRNR,1911-07-11,0,Central,regular,,Evansville,1,,Wheeling,2,,,1:42,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,0,0,0,1,0,0,0,,,,,,,,,,0,0,0,1,0,1,0,0,x,,,,,,,,,
HNDTHKF,1911-07-11,0,Central,regular,,Terre Haute,1,,Zanesville,3,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,0,0,0,1,0,,,,,,,,,,,,0,2,0,0,1,0,x,,,,,,,,,,,
FSVFZTG,1911-07-12,0,Central,regular,,Dayton,5,,Newark,6,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,0,0,0,4,0,1,0,,,,,,,,,,1,1,1,0,0,2,0,1,x,,,,,,,,,
GYHYGWS,1911-07-12,0,Central,regular,,Fort Wayne,4,,South Bend I,2,,,2:15,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,0,1,0,0,0,1,0,0,2,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,,,,,,,
GJGLPYW,1911-07-12,0,Central,regular,,Evansville,4,,Wheeling,3,,,2:07,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,3,0,0,0,0,0,0,1,0,,,,,,,,,,0,0,0,2,0,1,0,0,0,,,,,,,,,
RTQPFQZ,1911-07-12,0,Central,regular,,Terre Haute,2,,Zanesville,7,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,1,0,0,0,0,1,0,0,0,,,,,,,,,,1,0,0,3,0,0,2,1,x,,,,,,,,,
ZSSGMVJ,1911-07-13,0,Central,regular,,Dayton,3,,Newark,4,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,1,0,0,0,0,1,1,0,,,,,,,,,,0,0,0,1,0,2,0,1,x,,,,,,,,,
SSJRMXQ,1911-07-13,0,Central,regular,,Fort Wayne,4,,South Bend I,8,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,0,0,0,0,3,0,1,,,,,,,,,,1,3,0,0,0,0,0,4,x,,,,,,,,,
PLTDRXM,1911-07-13,0,Central,regular,,Evansville,9,,Wheeling,1,,,1:51,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,1,1,1,1,1,1,0,0,3,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,,,
YBMPKRN,1911-07-13,0,Central,regular,,Terre Haute,3,,Zanesville,8,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,2,0,0,0,0,0,1,0,,,,,,,,,,0,1,1,0,2,0,0,4,x,,,,,,,,,
KGRZDVP,1911-07-14,0,Central,regular,,Dayton,6,,Grand Rapids II,7,,,2:25,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,1,0,1,2,0,0,0,2,0,0,0,,,,,,,,2,0,3,1,0,0,0,0,0,0,1,,,,,,,
CNSBHHX,1911-07-14,0,Central,regular,,Fort Wayne,7,,Newark,10,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,2,4,1,0,0,0,0,0,0,,,,,,,,,,5,2,0,0,0,0,3,0,x,,,,,,,,,
KVJGCVV,1911-07-14,0,Central,regular,,Terre Haute,11,,Wheeling,8,,,2:03,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,1,5,0,1,0,1,0,0,3,,,,,,,,,,5,2,0,0,0,0,1,0,0,,,,,,,,,
MZJKYLH,1911-07-14,0,Central,regular,,Evansville,4,,Zanesville,2,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110707.txt,,0,0,0,0,0,0,0,3,1,,,,,,,,,,0,0,0,1,0,0,0,0,1,,,,,,,,,
PRRSNCG,1911-07-15,0,Central,regular,,Dayton,1,,Grand Rapids II,3,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,3,0,0,x,,,,,,,,,
HZWRVDX,1911-07-15,0,Central,regular,,Fort Wayne,4,,Newark,6,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,Sporting Life Vol 57 Number 21 Page 19,2,0,0,0,0,2,0,0,0,,,,,,,,,,2,1,1,0,0,0,0,2,x,,,,,,,,,
RRCGHDZ,1911-07-15,0,Central,regular,,Terre Haute,2,,Wheeling,3,,,2:12,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,1,0,0,0,0,0,0,0,0,2,,,,,,,
VCTFZBY,1911-07-15,0,Central,regular,,Evansville,5,,Zanesville,10,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,1,0,4,0,0,0,0,0,0,,,,,,,,,,1,1,1,0,2,4,1,0,x,,,,,,,,,
TZMRQYF,1911-07-16,0,Central,regular,,Dayton,3,,Grand Rapids II,2,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,0,0,0,0,1,0,2,,,,,,,,,,0,0,0,0,0,0,2,0,0,,,,,,,,,
PGKNXXC,1911-07-16,0,Central,regular,,Fort Wayne,4,,Newark,0,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,2,0,1,0,1,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
MSNPQRD,1911-07-16,0,Central,regular,,Terre Haute,2,,Wheeling,3,,,1:39,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,2,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,1,0,1,0,0,1,x,,,,,,,,,
ZBTKTMF,1911-07-16,0,Central,regular,,Evansville,7,,Zanesville,5,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,0,0,0,0,3,3,1,,,,,,,,,,0,1,0,2,0,0,0,0,2,,,,,,,,,
ZDBRCCR,1911-07-17,0,Central,regular,,Fort Wayne,3,,Dayton,2,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,1,0,0,1,1,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,2,0,0,,,,,,,,,
SNTLLNF,1911-07-17,0,Central,regular,,Terre Haute,7,,Evansville,2,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,3,0,1,3,0,0,0,,,,,,,,,,1,0,0,0,0,0,0,0,1,,,,,,,,,
GFNXKXS,1911-07-17,0,Central,regular,,Newark,11,,Grand Rapids II,10,,,2:20,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,0,3,3,5,0,0,0,,,,,,,,,,1,1,0,5,0,3,0,0,0,,,,,,,,,
VWBYSMT,1911-07-17,0,Central,regular,,Wheeling,3,,Zanesville,8,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,2,0,0,0,1,0,0,0,,,,,,,,,,1,1,0,3,0,2,0,1,x,,,,,,,,,
LDNCYGR,1911-07-18,0,Central,regular,,Fort Wayne,2,,Dayton,9,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,0,0,0,0,2,0,0,,,,,,,,,,0,0,0,2,2,3,2,0,x,,,,,,,,,
QDNGDFB,1911-07-18,0,Central,regular,,Terre Haute,5,,Evansville,7,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,1,1,3,0,0,0,0,,,,,,,,,,0,0,5,0,0,0,0,2,x,,,,,,,,,
JYBTJMZ,1911-07-18,0,Central,regular,,Newark,3,,Grand Rapids II,8,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,1,1,0,0,0,1,0,0,0,,,,,,,,,,1,0,1,0,0,6,0,0,x,,,,,,,,,
RWQXYTD,1911-07-18,1,Central,regular,,Wheeling,1,,Zanesville,2,,,,,,,1,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,1,0,0,0,0,0,1,,,,,,,,,
JWDTMTW,1911-07-18,2,Central,regular,,Wheeling,0,,Zanesville,3,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,0,0,0,,,,,,,,,,,,,,3,0,0,0,x,,,,,,,,,,,,,
MFSPXFH,1911-07-19,0,Central,regular,,Fort Wayne,2,,Dayton,5,,,1:55,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,1,0,0,0,0,0,1,0,0,,,,,,,,,,1,4,0,0,0,0,0,0,x,,,,,,,,,
VDGPYBW,1911-07-19,0,Central,regular,,Terre Haute,2,,Evansville,10,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,0,0,0,1,0,1,0,,,,,,,,,,0,0,0,0,0,2,8,0,x,,,,,,,,,
HMSHBQC,1911-07-19,0,Central,regular,,Newark,2,,Grand Rapids II,4,,,1:35,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,0,0,0,1,0,0,1,,,,,,,,,,0,2,0,0,0,0,1,1,x,,,,,,,,,
RRSVHBW,1911-07-20,0,Central,regular,,Fort Wayne,6,,Evansville,0,,,1:07,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,2,4,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,
FJMNLXW,1911-07-20,0,Central,regular,,Dayton,6,,Terre Haute,0,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,2,0,1,0,0,0,0,0,3,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
TJQYKRS,1911-07-20,0,Central,regular,,Grand Rapids II,6,,Wheeling,4,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,2,0,1,0,2,0,1,0,0,,,,,,,,,,0,0,0,1,1,1,0,1,0,,,,,,,,,
KCSXGYX,1911-07-20,0,Central,regular,,Newark,9,,Zanesville,2,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,1,1,4,0,2,1,0,,,,,,,,,,1,0,0,0,0,0,0,1,0,,,,,,,,,
YVLTWLN,1911-07-21,0,Central,regular,,Fort Wayne,4,,Evansville,5,,,2:10,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,1,0,0,2,1,0,0,,,,,,,,,,1,0,1,0,0,0,0,0,3,,,,,,,,,
ZPHVVKN,1911-07-21,0,Central,regular,,Dayton,1,,Terre Haute,3,,,1:36,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,0,0,0,0,0,1,0,,,,,,,,,,1,0,2,0,0,0,0,0,x,,,,,,,,,
CCZGCLX,1911-07-21,0,Central,regular,,Grand Rapids II,8,,Wheeling,5,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,0,0,0,0,2,5,1,0,0,,,,,,,,,,0,0,2,1,2,0,0,0,0,,,,,,,,,
XGGCHFT,1911-07-21,0,Central,regular,,Newark,,,Zanesville,,,,,,postponed,Rain,,transcript/1911/1911-SL/boxes/CENL-19110715.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKTYDNS,1911-07-22,0,Central,regular,,Fort Wayne,6,,Evansville,4,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,1,1,1,2,0,1,0,0,0,,,,,,,,,,0,0,2,0,0,0,2,0,0,,,,,,,,,
RQLPZDJ,1911-07-22,0,Central,regular,,Dayton,6,,Terre Haute,3,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,2,0,0,0,0,3,1,0,0,,,,,,,,,,2,0,1,0,0,0,0,0,0,,,,,,,,,
ZBLKNWS,1911-07-22,0,Central,regular,,Grand Rapids II,3,,Wheeling,8,,,1:38,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,2,0,0,1,0,0,0,,,,,,,,,,2,0,0,1,0,0,1,4,x,,,,,,,,,
RKCKPMT,1911-07-22,1,Central,regular,,Newark,2,,Zanesville,3,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,Sporting Life Vol 57 Number 22 Page 19,0,0,0,0,0,0,0,2,0,,,,,,,,,,0,0,1,1,1,0,0,0,x,,,,,,,,,
NLQYZDC,1911-07-22,2,Central,regular,,Newark,2,,Zanesville,3,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,0,0,1,1,0,0,0,,,,,,,,,0,0,0,0,2,0,0,0,0,1,,,,,,,,
TWWWWQJ,1911-07-23,0,Central,regular,,Dayton,8,,Evansville,6,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,1,0,0,0,5,0,2,0,0,,,,,,,,,,0,0,0,4,0,1,1,0,0,,,,,,,,,
FJRYPVG,1911-07-23,1,Central,regular,,Wheeling,3,,Newark,1,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,2,0,0,0,1,0,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,
NZXLCVD,1911-07-23,2,Central,regular,,Wheeling,8,,Newark,4,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,1,6,1,0,0,0,,,,,,,,,,,,,3,0,0,0,0,0,1,,,,,,,,,,,
BTXSTXT,1911-07-23,0,Central,regular,,Fort Wayne,2,,Terre Haute,0,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,0,1,1,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,
PKQWWHD,1911-07-23,1,Central,regular,,Grand Rapids II,1,,Zanesville,0,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
BGRSFJQ,1911-07-23,2,Central,regular,,Grand Rapids II,0,,Zanesville,4,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,0,0,0,0,,,,,,,,,,,,2,0,1,0,0,1,x,,,,,,,,,,,
ZZSTJML,1911-07-24,0,Central,regular,,Dayton,4,,Evansville,0,,,1:52,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,0,0,0,1,0,3,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
CZDWXVL,1911-07-24,0,Central,regular,,Wheeling,,,Newark,,,,,,postponed,destruction of ballpark,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FQNBKTS,1911-07-24,0,Central,regular,,Fort Wayne,1,,Terre Haute,3,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,2,0,1,0,0,x,,,,,,,,,
VFKQDQN,1911-07-24,0,Central,regular,,Grand Rapids II,1,,Zanesville,10,,,,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,0,0,1,0,0,0,,,,,,,,,,2,1,3,1,0,2,1,0,x,,,,,,,,,
JXKGCWJ,1911-07-25,0,Central,regular,,Dayton,2,,Evansville,3,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,0,0,2,0,0,0,,,,,,,,,,0,3,0,0,0,0,0,0,x,,,,,,,,,
LRZXNYD,1911-07-25,1,Central,regular,,Wheeling,2,,Newark,3,,,1:30,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,0,0,0,2,0,0,,,,,,,,,,0,0,0,0,2,1,0,0,x,,,,,,,,,
HSBFHWH,1911-07-25,2,Central,regular,,Wheeling,3,,Newark,1,,,1:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,0,3,0,,,,,,,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,
GRHJDRZ,1911-07-25,0,Central,regular,,Fort Wayne,3,,Terre Haute,4,,,1:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,0,2,0,0,0,1,,,,,,,,,,0,0,0,1,1,0,1,1,x,,,,,,,,,
ZYLNYMN,1911-07-26,0,Central,regular,,Newark,7,,Dayton,3,,,2:00,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,0,0,0,0,1,6,,,,,,,,,,0,0,2,1,0,0,0,0,0,,,,,,,,,
LRDPGKL,1911-07-26,0,Central,regular,,Wheeling,5,,Evansville,6,,,2:50,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,2,0,0,1,2,0,0,0,0,,,,,,,0,0,0,1,0,2,0,0,1,0,0,1,,,,,,
DFQPLSW,1911-07-26,0,Central,regular,,Grand Rapids II,1,,Fort Wayne,2,,,1:45,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,1,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,2,0,0,x,,,,,,,,,
SWRJVMC,1911-07-26,0,Central,regular,,Zanesville,5,,Terre Haute,2,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,1,2,2,0,0,0,0,,,,,,,,,,0,0,1,0,0,0,1,0,0,,,,,,,,,
BFJDWTR,1911-07-27,0,Central,regular,,Newark,4,,Dayton,0,,,1:43,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,3,0,0,0,0,0,1,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
PCMTJZC,1911-07-27,0,Central,regular,,Wheeling,4,,Evansville,7,,,1:42,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,1,0,0,0,1,0,2,0,,,,,,,,,,2,2,0,1,0,0,2,0,x,,,,,,,,,
LBZMCSR,1911-07-27,0,Central,regular,,Grand Rapids II,2,,Fort Wayne,3,,,1:40,,,,,transcript/1911/1911-SL/boxes/CENL-19110722.txt,,0,0,0,0,0,1,1,0,0,,,,,,,,,,0,0,3,0,0,0,0,0,x,,,,,,,,,
