key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17
QNJJLJV,1911-06-08,0,Kansas State,regular,,Lyons,3,,El Dorado,7,,,2:25,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 9, 1911",0,0,1,0,0,1,0,0,1,,,,,,,,,0,2,1,3,0,0,1,0,x,,,,,,,,
FTZFQRR,1911-06-08,0,Kansas State,regular,,Great Bend,4,,Hutchinson,10,,250,1:50,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 9, 1911",0,1,0,0,0,0,1,0,2,,,,,,,,,0,1,1,4,2,0,0,1,x,,,,,,,,
YPMJTGC,1911-06-08,0,Kansas State,regular,,Larned,7,,Newton,3,,,,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 8, 1911",0,0,0,0,2,4,0,1,0,,,,,,,,,0,0,0,0,0,0,0,3,0,,,,,,,,
DMWQXWM,1911-06-08,0,Kansas State,regular,,McPherson,3,,Wellington,4,,,,,final,,2,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 9, 1911",0,0,0,0,0,1,1,0,0,1,,,,,,,,0,0,0,0,0,0,0,2,0,2,,,,,,,
KFSMGFY,1911-06-09,0,Kansas State,regular,,Hutchinson,3,,El Dorado,5,,,2:05,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 10, 1911",0,0,0,0,2,1,0,0,0,,,,,,,,,1,1,2,1,0,0,0,0,0,,,,,,,,
QJNTBNK,1911-06-09,0,Kansas State,regular,,Great Bend,1,,Lyons,0,,,,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 10, 1911",0,0,0,0,0,0,0,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
MPJFRWR,1911-06-09,0,Kansas State,regular,,Larned,1,,McPherson,15,,,,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 10, 1911",0,0,0,0,0,0,0,1,0,,,,,,,,,0,0,1,6,0,3,0,5,x,,,,,,,,
CHZNHFY,1911-06-09,0,Kansas State,regular,,Newton,5,,Wellington,10,,,,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 10, 1911",0,0,0,0,0,4,1,0,0,,,,,,,,,0,2,3,0,0,0,2,3,x,,,,,,,,
GKRWVLD,1911-06-10,0,Kansas State,regular,,Hutchinson,11,,El Dorado,5,,,2:00,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 12, 1911",0,4,2,0,0,0,1,0,4,,,,,,,,,0,0,0,3,1,0,0,1,0,,,,,,,,
GXQQLQN,1911-06-10,0,Kansas State,regular,,Great Bend,7,,Lyons,4,,,,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 12, 1911",0,0,0,0,0,3,1,1,2,,,,,,,,,0,0,3,1,0,0,0,0,0,,,,,,,,
GZLNJHB,1911-06-10,0,Kansas State,regular,,Newton,5,,Wellington,4,,,,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 12, 1911",4,0,0,0,0,0,0,0,0,0,1,,,,,,,0,3,1,0,0,0,0,0,0,0,0,,,,,,
YRWNXMQ,1911-06-11,0,Kansas State,regular,,Hutchinson,1,,El Dorado,5,,,2:00,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 12, 1911",0,0,0,0,0,1,0,0,0,,,,,,,,,0,0,2,1,0,0,2,0,x,,,,,,,,
TGLPBLZ,1911-06-11,0,Kansas State,regular,,Lyons,2,,Great Bend,5,,,,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 12, 1911",0,0,0,0,0,0,0,2,0,,,,,,,,,1,0,1,0,0,3,0,0,0,,,,,,,,
LVYQTPJ,1911-06-11,0,Kansas State,regular,,McPherson,9,,Larned,6,,,,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 12, 1911",0,0,0,2,1,5,1,0,x,,,,,,,,,2,0,2,1,0,1,0,0,0,,,,,,,,
JDYLQCL,1911-06-12,0,Kansas State,regular,,Lyons,10,,Great Bend,3,,250,2:35,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 13, 1911",5,2,0,0,1,0,2,0,0,,,,,,,,,1,0,1,0,1,0,0,0,0,,,,,,,,
HWZYNGZ,1911-06-12,0,Kansas State,regular,,El Dorado,5,,Hutchinson,24,,200,2:30,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 13, 1911",0,0,2,0,0,0,3,0,0,,,,,,,,,0,2,2,7,0,3,6,4,x,,,,,,,,
SJJZTMG,1911-06-12,0,Kansas State,regular,,McPherson,0,,Larned,6,,,,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 13, 1911",0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,2,0,0,1,3,x,,,,,,,,
KPVFSNP,1911-06-12,0,Kansas State,regular,,Wellington,11,,Newton,16,,,,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 13, 1911",2,1,0,4,0,0,3,0,1,,,,,,,,,4,0,2,5,1,0,4,0,x,,,,,,,,
ZMQZGXR,1911-06-13,0,Kansas State,regular,,Lyons,2,,Great Bend,7,,,2:15,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 14, 1911",0,0,0,0,2,0,0,0,0,,,,,,,,,1,3,2,0,0,0,0,1,x,,,,,,,,
LCZSSGR,1911-06-13,0,Kansas State,regular,,El Dorado,0,,Hutchinson,12,,200,2:05,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 14, 1911",0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,5,0,3,2,2,x,,,,,,,,
PKHMJXT,1911-06-13,0,Kansas State,regular,,McPherson,8,,Larned,10,,,,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 14, 1911",1,0,0,0,1,1,3,1,1,,,,,,,,,1,0,4,0,2,0,0,3,x,,,,,,,,
KBVNTDL,1911-06-13,0,Kansas State,regular,,Wichita,3,,Newton,4,,,1:50,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 14, 1911",1,0,0,0,0,0,0,0,0,0,0,2,,,,,,0,0,1,0,0,0,0,0,0,0,0,3,,,,,
KCKMJXV,1911-06-14,0,Kansas State,regular,,Lyons,12,,Great Bend,2,,,1:53,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 15, 1911",1,0,3,0,1,2,0,2,3,,,,,,,,,0,1,0,0,0,0,0,0,1,,,,,,,,
SSXFMGS,1911-06-14,0,Kansas State,regular,,El Dorado,0,,Hutchinson,1,,150,1:40,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 15, 1911",0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,1,0,0,0,x,,,,,,,,
WHLYPSC,1911-06-14,0,Kansas State,regular,,McPherson,4,,Larned,14,,,,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 15, 1911",1,0,0,0,0,1,1,0,1,,,,,,,,,1,0,2,3,0,1,7,0,x,,,,,,,,
CYPQMKV,1911-06-14,0,Kansas State,regular,,Wichita,1,,Newton,4,,,1:30,,final,,,1911/1911-THN/THN-19110608.txt,"The Hutchinson News Jun 15, 1911",0,0,0,0,0,0,0,1,0,,,,,,,,,0,1,0,0,2,0,0,1,x,,,,,,,,
LCSKXDG,1911-06-15,0,Kansas State,regular,,Wichita,4,,El Dorado,6,,,2:00,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 16, 1911",0,0,0,0,0,3,0,1,0,,,,,,,,,0,0,0,0,2,2,1,1,x,,,,,,,,
YHPVWKH,1911-06-15,0,Kansas State,regular,,Great Bend,8,,Larned,5,,,,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 15, 1911",4,1,0,0,0,0,0,0,0,3,,,,,,,,0,0,5,0,0,0,0,0,0,0,,,,,,,
HHTSBVX,1911-06-15,0,Kansas State,regular,,McPherson,5,,Lyons,7,,,,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 16, 1911",0,0,0,1,0,1,1,0,2,,,,,,,,,1,0,2,0,1,0,2,1,x,,,,,,,,
FHVDXVD,1911-06-15,0,Kansas State,regular,,Hutchinson,6,,Newton,9,,,,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 16, 1911",1,0,0,5,0,0,0,0,0,,,,,,,,,2,0,0,0,0,0,2,5,x,,,,,,,,
MTBJJNW,1911-06-16,0,Kansas State,regular,,Wichita,12,,El Dorado,14,,,2:10,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 17, 1911",1,2,2,0,1,0,0,0,6,,,,,,,,,1,0,0,1,1,7,2,2,x,,,,,,,,
YTDZJFK,1911-06-16,0,Kansas State,regular,,Great Bend,9,,Larned,0,,,,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 17, 1911",3,0,0,0,5,1,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,
HRDFFZC,1911-06-16,0,Kansas State,regular,,McPherson,7,,Lyons,3,,,,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 17, 1911",1,1,0,2,3,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1,2,0,,,,,,,,
ZKZBZCJ,1911-06-16,0,Kansas State,regular,,Hutchinson,1,,Newton,10,,,,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 17, 1911",0,1,0,0,0,0,0,0,0,,,,,,,,,2,0,0,0,0,3,1,4,x,,,,,,,,
PCPQDZV,1911-06-17,0,Kansas State,regular,,Wichita,3,,El Dorado,7,,,1:40,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 19, 1911",2,0,1,0,0,0,0,0,0,,,,,,,,,3,0,0,0,1,0,3,0,x,,,,,,,,
HHXPVYG,1911-06-17,0,Kansas State,regular,,McPherson,4,,Lyons,8,,,,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchison News Jun 19, 1911",0,0,0,1,0,0,1,2,0,,,,,,,,,1,2,2,0,1,3,0,1,x,,,,,,,,
PXKTYLW,1911-06-17,0,Kansas State,regular,,Hutchinson,2,,Newton,3,,,1:45,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 19, 1911",0,0,1,0,0,1,0,0,0,,,,,,,,,0,1,0,0,0,0,0,1,1,,,,,,,,
XZXZNLV,1911-06-18,0,Kansas State,regular,,Larned,3,,Great Bend,4,,1000,2:10,,final,,2,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 19, 1911",0,0,0,0,0,3,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,3,0,1,,,,,,,
ZZNYZNP,1911-06-18,0,Kansas State,regular,,Newton,1,,Hutchinson,4,,600,1:50,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 19, 1911",1,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,4,0,0,0,0,x,,,,,,,,
ZVZXYBV,1911-06-18,0,Kansas State,regular,,Lyons,5,,McPherson,10,,,2:35,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 19, 1911",2,0,0,0,0,2,1,0,0,,,,,,,,,2,4,1,1,0,0,1,1,x,,,,,,,,
YJFPYHD,1911-06-18,0,Kansas State,regular,,El Dorado,3,,Wichita,10,,,,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 19, 1911",1,0,0,1,0,0,0,1,0,,,,,,,,,0,1,0,0,5,2,2,0,x,,,,,,,,
RSWDDPJ,1911-06-19,0,Kansas State,regular,,Larned,2,,Great Bend,9,,300,2:10,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 20, 1911",2,0,0,0,0,0,0,0,0,,,,,,,,,0,2,4,1,1,0,1,0,x,,,,,,,,
VGZXMCF,1911-06-19,0,Kansas State,regular,,Newton,0,,Hutchinson,2,,150,1:35,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 20, 1911",0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,2,0,0,0,0,0,0,,,,,,,,
WGGMKYH,1911-06-19,0,Kansas State,regular,,Lyons,6,,McPherson,4,,250,2:10,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 20, 1911",3,0,0,0,0,1,1,0,1,,,,,,,,,2,1,0,0,0,0,1,0,0,,,,,,,,
MSKBQJC,1911-06-19,0,Kansas State,regular,,El Dorado,5,,Wichita,10,,120,2:10,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 20, 1911",0,0,0,0,4,0,0,1,0,,,,,,,,,0,0,5,0,0,3,1,1,x,,,,,,,,
BLVYCMS,1911-06-20,0,Kansas State,regular,,Larned,2,,Great Bend,3,,,2:05,,final,,1,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 21, 1911",0,0,1,0,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,2,0,1,,,,,,,
ZJNCYJL,1911-06-20,0,Kansas State,regular,,Newton,2,,Hutchinson,7,,125,1:50,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 21, 1911",0,0,0,2,0,0,0,0,0,,,,,,,,,2,0,0,1,0,1,0,3,x,,,,,,,,
KPGYPMG,1911-06-20,0,Kansas State,regular,,Lyons,0,,McPherson,10,,125,1:30,,completed early,allow Lyons to catch train,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 21, 1911",0,0,0,0,0,0,0,,,,,,,,,,,2,0,0,2,1,5,x,,,,,,,,,,
LFNCVJT,1911-06-20,0,Kansas State,regular,,El Dorado,9,,Wichita,3,,110,1:55,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 21, 1911",0,1,3,4,0,0,0,1,0,,,,,,,,,0,0,0,0,0,0,1,0,2,,,,,,,,
TFBLXPQ,1911-06-21,0,Kansas State,regular,,Hutchinson,6,,Great Bend,7,,,2:00,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 22, 1911",1,0,3,0,0,0,1,1,0,,,,,,,,,1,2,0,0,0,2,0,2,x,,,,,,,,
YBGXQMC,1911-06-21,0,Kansas State,regular,,Newton,2,,Larned,6,,,,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 22, 1911",0,0,0,0,0,2,0,0,0,,,,,,,,,0,0,5,0,1,0,0,0,x,,,,,,,,
NBSBFXD,1911-06-21,0,Kansas State,regular,,Wichita,5,,Lyons,10,,,,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 22, 1911",0,2,1,0,0,0,2,0,0,,,,,,,,,2,0,0,0,4,4,0,0,x,,,,,,,,
LGPMXWM,1911-06-21,0,Kansas State,regular,,El Dorado,3,,McPherson,4,,150,1:45,,final,,,1911/1911-THN/THN-19110615.txt,"The Hutchinson News Jun 22, 1911",0,0,0,0,1,1,0,1,0,,,,,,,,,0,1,0,0,0,3,0,0,x,,,,,,,,
JHCBHKR,1911-06-22,0,Kansas State,regular,,Hutchinson,6,,Great Bend,9,,,1:50,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 23, 1911",0,1,0,0,0,2,1,1,1,,,,,,,,,1,0,3,0,4,0,1,0,x,,,,,,,,
NCQMDVF,1911-06-22,0,Kansas State,regular,,Newton,5,,Larned,2,,,,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 23, 1911",3,0,2,0,0,0,0,0,0,,,,,,,,,0,0,0,2,0,0,0,0,0,,,,,,,,
NSDYZXT,1911-06-22,0,Kansas State,regular,,Wichita,10,,Lyons,11,,,,,final,,0,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 23, 1911",0,0,2,0,2,1,0,5,0,0,0,,,,,,,0,0,2,1,1,0,0,6,0,0,1,,,,,,
VJNTDYS,1911-06-22,0,Kansas State,regular,,El Dorado,5,,McPherson,3,,200,2:10,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 23, 1911",2,0,0,0,0,3,0,0,0,,,,,,,,,1,0,0,2,0,0,0,0,0,,,,,,,,
RBSBZKD,1911-06-23,0,Kansas State,regular,,Hutchinson,3,,Great Bend,4,,250,1:50,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 24, 1911",1,1,1,0,0,0,0,0,0,,,,,,,,,0,0,2,0,0,0,0,2,x,,,,,,,,
HRVMSKD,1911-06-23,0,Kansas State,regular,,Newton,11,,Larned,8,,,,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 24, 1911",4,3,0,1,0,1,2,0,0,,,,,,,,,0,0,0,0,0,3,4,0,1,,,,,,,,
QGBCBJS,1911-06-23,0,Kansas State,regular,,Wellington,5,,Lyons,10,,,,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 24, 1911",0,0,0,0,2,0,0,3,,,,,,,,,,1,2,1,6,0,0,0,0,,,,,,,,,
MDMFKZS,1911-06-23,0,Kansas State,regular,,El Dorado,2,,McPherson,12,,100,2:20,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 24, 1911",0,0,0,0,0,1,0,0,1,,,,,,,,,2,1,0,0,1,6,0,2,x,,,,,,,,
RRGXRVY,1911-06-24,0,Kansas State,regular,,Great Bend,3,,El Dorado,6,,,2:10,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 26, 1911",0,0,2,0,0,0,0,0,1,,,,,,,,,0,1,0,0,0,1,0,4,x,,,,,,,,
XCMDZGM,1911-06-24,0,Kansas State,regular,,Lyons,3,,Hutchinson,0,,300,1:50,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 26, 1911",2,0,0,0,0,1,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
VXMQZLK,1911-06-24,0,Kansas State,regular,,Larned,7,,Wellington,15,,,,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 26, 1911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XKKHTRL,1911-06-25,0,Kansas State,regular,,Lyons,9,,Hutchinson,20,,500,2:30,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 26, 1911",0,2,0,0,1,0,2,0,4,,,,,,,,,2,1,1,1,5,3,3,4,x,,,,,,,,
GQKTDCR,1911-06-25,0,Kansas State,regular,,McPherson,5,,Newton,4,,,,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 26, 1911",1,0,1,3,0,0,0,0,0,,,,,,,,,0,1,0,1,0,1,0,0,1,,,,,,,,
QLVCWNZ,1911-06-25,0,Kansas State,regular,,Larned,3,,Wellington,4,,,,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 26, 1911",0,0,0,2,0,0,0,1,0,,,,,,,,,0,0,2,0,0,0,1,1,x,,,,,,,,
MFXHFMH,1911-06-26,0,Kansas State,regular,,Newton,8,,El Dorado,5,,,2:00,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 27, 1911",4,0,0,1,2,0,0,1,0,,,,,,,,,0,1,0,0,1,2,0,0,1,,,,,,,,
LPGRDFQ,1911-06-26,0,Kansas State,regular,,Great Bend,1,,Lyons,8,,,,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 27, 1911",0,0,0,0,1,0,0,0,0,,,,,,,,,0,1,0,1,1,2,0,3,x,,,,,,,,
NCCJBTR,1911-06-26,0,Kansas State,regular,,Larned,3,,McPherson,9,,100,1:40,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 27, 1911",1,0,1,1,0,0,0,0,0,,,,,,,,,0,1,2,4,0,2,0,0,x,,,,,,,,
LDXXHMY,1911-06-26,0,Kansas State,regular,,Hutchinson,7,,Wellington,6,,,,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 27, 1911",1,0,0,1,0,0,0,3,2,,,,,,,,,3,1,0,0,0,0,1,1,0,,,,,,,,
TCJZKQH,1911-06-27,0,Kansas State,regular,,Newton,2,,El Dorado,0,,,1:45,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 28, 1911",0,0,0,2,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,
CBQGZKY,1911-06-27,0,Kansas State,regular,,Great Bend,10,,Lyons,2,,,,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 28, 1911",3,1,0,2,0,1,0,2,1,,,,,,,,,0,0,1,0,0,0,1,0,0,,,,,,,,
YFZBCGP,1911-06-27,0,Kansas State,regular,,Larned,7,,McPherson,1,,125,1:35,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 28, 1911",0,0,0,1,0,0,0,1,5,,,,,,,,,0,0,0,0,0,0,0,0,1,,,,,,,,
RZJNCZP,1911-06-27,0,Kansas State,regular,,Hutchinson,7,,Wellington,8,,200,,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 28, 1911",1,0,0,1,0,1,0,0,4,,,,,,,,,0,3,2,0,1,0,0,2,x,,,,,,,,
KMCBSDH,1911-06-28,0,Kansas State,regular,,Hutchinson,4,,El Dorado,5,,,2:20,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 29, 1911",0,0,1,3,0,0,0,0,0,,,,,,,,,2,0,2,0,0,1,0,0,x,,,,,,,,
LHBCJXT,1911-06-28,0,Kansas State,regular,,Larned,3,,Lyons,4,,,,,final,,,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 29, 1911",0,2,0,0,1,0,0,0,0,,,,,,,,,0,0,0,0,2,2,0,0,x,,,,,,,,
RZHFWPZ,1911-06-28,0,Kansas State,regular,,Newton,1,,Wellington,2,,,,,final,,1,1911/1911-THN/THN-19110622.txt,"The Hutchinson News Jun 29, 1911",0,1,0,0,0,0,0,0,0,,,,,,,,,0,1,0,0,0,0,0,0,1,,,,,,,,
NXLQHFN,1911-06-29,0,Kansas State,regular,,Hutchinson,9,,El Dorado,4,,,2:40,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jun 30, 1911",0,3,0,0,0,0,0,0,1,0,0,5,,,,,,0,0,0,0,0,0,1,1,2,0,0,0,,,,,
XRXCCMX,1911-06-29,0,Kansas State,regular,,Larned,2,,Lyons,3,,,,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jun 30, 1911",0,0,0,1,1,0,0,0,0,,,,,,,,,0,0,0,3,0,0,0,0,x,,,,,,,,
SGVZTQX,1911-06-29,0,Kansas State,regular,,Great Bend,2,,McPherson,3,,700,3:30,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jun 30, 1911",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,
GNWDYFM,1911-06-29,0,Kansas State,regular,,Newton,11,,Wellington,4,,,,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jun 30, 1911",4,0,2,0,0,0,1,0,4,,,,,,,,,0,1,0,3,0,0,0,0,0,,,,,,,,
BKXHYZV,1911-06-30,0,Kansas State,regular,,Lyons,6,,Great Bend,10,,,2:20,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 1, 1911",0,0,0,3,0,0,3,0,0,,,,,,,,,4,0,0,1,0,0,5,0,x,,,,,,,,
DWHGZSR,1911-06-30,0,Kansas State,regular,,Wellington,5,,Hutchinson,1,,200,1:55,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 1, 1911",0,1,0,1,0,0,2,0,1,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,
PGPMZZM,1911-06-30,0,Kansas State,regular,,McPherson,2,,Larned,3,,,,,final,,0,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 1, 1911",0,0,0,0,0,0,0,1,1,,,,,,,,,0,2,0,0,0,0,0,0,1,,,,,,,,
ZBVTMCD,1911-06-30,0,Kansas State,regular,,El Dorado,5,,Newton,11,,,1:50,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 1, 1911",0,0,0,4,0,0,1,0,0,,,,,,,,,4,3,1,0,1,0,0,2,x,,,,,,,,
YFNVHZY,1911-07-01,0,Kansas State,regular,,Lyons,4,,Great Bend,5,,,2:10,,final,,2,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 3, 1911",2,0,2,0,0,0,0,0,0,,,,,,,,,0,0,0,1,0,1,0,1,2,,,,,,,,
ZXZLSRL,1911-07-01,0,Kansas State,regular,,Wellington,3,,Hutchinson,4,,175,2:00,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 3, 1911",2,0,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,4,0,,,,,,,,
PKDQRXJ,1911-07-01,0,Kansas State,regular,,McPherson,11,,Larned,10,,,,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 3, 1911",2,0,5,1,1,0,0,0,2,,,,,,,,,2,1,0,1,0,0,4,2,0,,,,,,,,
XBYRGMV,1911-07-01,0,Kansas State,regular,,El Dorado,0,,Newton,4,,,1:35,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 3, 1911",0,0,0,0,0,0,0,0,0,,,,,,,,,2,0,0,0,1,0,0,0,x,,,,,,,,
NBJSMLW,1911-07-02,0,Kansas State,regular,,Wellington,8,,El Dorado,16,,,2:10,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 3, 1911",3,0,1,0,2,0,0,0,2,,,,,,,,,2,0,3,6,3,0,0,2,x,,,,,,,,
RBQWKFN,1911-07-02,0,Kansas State,regular,,McPherson,1,,Hutchinson,4,,400,1:45,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 3, 1911",0,0,0,0,0,0,0,0,1,,,,,,,,,0,0,2,1,0,0,0,1,0,,,,,,,,
GSTSPQV,1911-07-02,0,Kansas State,regular,,Great Bend,7,,Larned,3,,,,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 3, 1911",2,0,1,0,3,1,0,0,0,,,,,,,,,0,0,3,0,0,0,0,0,0,,,,,,,,
CMGSBCG,1911-07-02,0,Kansas State,regular,,Lyons,5,,Newton,4,,,Weaver,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 3, 1911",0,0,0,2,0,2,1,0,0,,,,,,,,,0,0,0,1,0,0,0,3,0,,,,,,,,
XGFWBHD,1911-07-03,0,Kansas State,regular,,Wellington,7,,El Dorado,6,,,,,final,,,1911/1911-THN/THN-19110629.txt,"The Hutchinson News Jul 4, 1911",0,0,0,0,0,0,0,7,0,,,,,,,,,0,0,0,0,0,4,2,0,0,,,,,,,,
