game.key,league.year,league.name,game.date,game.number,game.phase,name.full
MFZQNVD,1911,Central League,1911-08-08,0,regular,Newhouse
YTKWVJZ,1911,Central League,1911-08-09,1,regular,Egan
PXJBRRS,1911,Central League,1911-08-09,2,regular,Egan
ZLQCKWD,1911,Central League,1911-08-09,0,regular,Cleary
HCQSWCS,1911,Central League,1911-08-09,0,regular,Newhouse
CTMPZBK,1911,Central League,1911-08-09,0,regular,Groeschow
LPNWRGD,1911,Central League,1911-08-10,0,regular,Groeschow
TFHDLZJ,1911,Central League,1911-08-10,0,regular,Newhouse
GMGGNRS,1911,Central League,1911-08-10,0,regular,Cleary
WMNYGPX,1911,Central League,1911-08-10,0,regular,Egan
HYMLZJL,1911,Central League,1911-08-11,0,regular,Groeschow
QLGTXHB,1911,Central League,1911-08-11,0,regular,Newhouse
DKXPDKZ,1911,Central League,1911-08-11,0,regular,Egan
XWXPBVY,1911,Central League,1911-08-12,0,regular,Cleary
PXKPBRQ,1911,Central League,1911-08-12,0,regular,Groeschow
SLYRCVK,1911,Central League,1911-08-12,0,regular,Newhouse
GDWMQWK,1911,Central League,1911-08-13,0,regular,Groeschow
SDFZLPJ,1911,Central League,1911-08-13,0,regular,Cleary
YNPBSTF,1911,Central League,1911-08-13,0,regular,Newhouse
KRKFNTZ,1911,Central League,1911-08-13,1,regular,Egan
DKYBMPH,1911,Central League,1911-08-13,2,regular,Egan
CZBBPXH,1911,Central League,1911-08-14,0,regular,Newhouse
TMNRJPS,1911,Central League,1911-08-14,0,regular,Cleary
NKQPJJH,1911,Central League,1911-08-14,0,regular,Egan
CNFXCTB,1911,Central League,1911-08-14,0,regular,Growschow
LJJRZZC,1911,Central League,1911-08-15,0,regular,Groeschow
WZZTMYZ,1911,Central League,1911-08-15,0,regular,Egan
RXFXCQF,1911,Central League,1911-08-15,0,regular,Cleary
HCBFZVT,1911,Central League,1911-08-16,1,regular,Newhouse
JNDQPFF,1911,Central League,1911-08-16,2,regular,Newhouse
HPHMHTL,1911,Central League,1911-08-16,0,regular,Groeschow
KWQFCHG,1911,Central League,1911-08-16,0,regular,Egan
WRMLHNV,1911,Central League,1911-08-16,0,regular,Cleary
ZMDCTFJ,1911,Central League,1911-08-17,0,regular,Newhouse
DPFHLDF,1911,Central League,1911-08-17,0,regular,Groeschow
SBSDXWZ,1911,Central League,1911-08-17,0,regular,Cleary
BDVMHJM,1911,Central League,1911-08-17,0,regular,Egan
PXHHYXW,1911,Central League,1911-08-18,0,regular,Cleary
FFTWFQK,1911,Central League,1911-08-18,0,regular,Groeschow
LMMKKZV,1911,Central League,1911-08-18,0,regular,Egan
RZNBMHD,1911,Central League,1911-08-18,0,regular,Newhouse
NVMVRSL,1911,Central League,1911-08-19,0,regular,Cleary
XQPXBQB,1911,Central League,1911-08-19,0,regular,Newhouse
WNCSSDG,1911,Central League,1911-08-19,0,regular,Groeschow
KKMQBDP,1911,Central League,1911-08-19,0,regular,Egan
HRZNNLX,1911,Central League,1911-08-20,0,regular,Cleary
LXNVHFN,1911,Central League,1911-08-20,0,regular,Groeschow
FFNQCFK,1911,Central League,1911-08-20,0,regular,Egan
PKGMLVK,1911,Central League,1911-08-20,0,regular,Newhouse
VWWWLZZ,1911,Central League,1911-08-21,0,regular,Cleary
RWSTBQG,1911,Central League,1911-08-21,0,regular,Newhouse
NZHNTWQ,1911,Central League,1911-08-21,0,regular,Groeschow
NXVNBMZ,1911,Central League,1911-08-21,0,regular,Egan
VLDCQGQ,1911,Central League,1911-08-22,0,regular,Cleary
HZRWTKN,1911,Central League,1911-08-22,0,regular,Egan
RPKDKHV,1911,Central League,1911-08-22,0,regular,Newhouse
YRRKQZP,1911,Central League,1911-08-23,0,regular,Groeschow
QYVNHTG,1911,Central League,1911-08-23,0,regular,Newhouse
NBNDVGD,1911,Central League,1911-08-23,0,regular,Murray
LXXGKCM,1911,Central League,1911-08-23,0,regular,Cleary
GJFYYND,1911,Central League,1911-08-24,0,regular,Newhouse
YWVKRPJ,1911,Central League,1911-08-24,0,regular,Gilbert
HKYHDGM,1911,Central League,1911-08-25,1,regular,Cleary
HKYHDGM,1911,Central League,1911-08-25,1,regular,Egan
JKJZLPV,1911,Central League,1911-08-25,2,regular,Cleary
JKJZLPV,1911,Central League,1911-08-25,2,regular,Egan
NXRGMKK,1911,Central League,1911-08-25,1,regular,Groeschow
VSGTYQL,1911,Central League,1911-08-25,2,regular,Groeschow
XLGQVSY,1911,Central League,1911-08-26,0,regular,Groeschow
BCHTFJW,1911,Central League,1911-08-26,0,regular,Cleary
MJGCHSD,1911,Central League,1911-08-26,0,regular,Egan
BHCJRFQ,1911,Central League,1911-08-26,0,regular,Newhouse
DMBZFXB,1911,Central League,1911-08-27,1,regular,Newhouse
JVYQPDG,1911,Central League,1911-08-27,2,regular,Newhouse
DSJCMSD,1911,Central League,1911-08-27,0,regular,Groeschow
HDSZCSC,1911,Central League,1911-08-27,1,regular,Cleary
BMHXNPM,1911,Central League,1911-08-27,2,regular,Cleary
PZBSSBG,1911,Central League,1911-08-28,0,regular,Groeschow
QNYQHGM,1911,Central League,1911-08-28,0,regular,Egan
PFXTHNR,1911,Central League,1911-08-29,0,regular,Cleary
KBMMFYG,1911,Central League,1911-08-29,0,regular,Newhouse
ZKRNPKJ,1911,Central League,1911-08-29,0,regular,Groeschow
ZGGDQQP,1911,Central League,1911-08-30,0,regular,Cleary
BVGYMCF,1911,Central League,1911-08-30,0,regular,Groeschow
WNKTVYY,1911,Central League,1911-08-30,0,regular,Egan
DPMCVNR,1911,Central League,1911-08-30,0,regular,Newhouse
TJTQVSP,1911,Central League,1911-08-31,1,regular,Egan
TFLRLGJ,1911,Central League,1911-08-31,2,regular,Egan
LNQKQGL,1911,Central League,1911-08-31,0,regular,Groeschow
NNJBSZD,1911,Central League,1911-08-31,0,regular,Carey
YJYBNTG,1911,Central League,1911-08-31,0,regular,Newhouse
YGTXBGF,1911,Central League,1911-09-01,0,regular,Cleary
MPPJDRM,1911,Central League,1911-09-01,0,regular,Sample
MPPJDRM,1911,Central League,1911-09-01,0,regular,Riley
VBJFBRC,1911,Central League,1911-09-01,0,regular,Egan
SGMFTWP,1911,Central League,1911-09-01,0,regular,Newhouse
PLPZNLM,1911,Central League,1911-09-02,0,regular,Cleary
HRBXKPF,1911,Central League,1911-09-02,0,regular,Groeschow
VNYWZYL,1911,Central League,1911-09-02,0,regular,Egan
RMGPYJV,1911,Central League,1911-09-02,0,regular,Newhouse
TNVLKXC,1911,Central League,1911-09-03,0,regular,Egan
HGDZPVY,1911,Central League,1911-09-03,0,regular,Newhouse
NCCPSBJ,1911,Central League,1911-09-03,0,regular,Cleary
CRSYLRH,1911,Central League,1911-09-03,0,regular,Groeschow
KBJTXDT,1911,Central League,1911-09-04,1,regular,Egan
MDZRVNH,1911,Central League,1911-09-04,1,regular,Groeschow
CHBZSYF,1911,Central League,1911-09-04,1,regular,Cleary
DWMLRFT,1911,Central League,1911-09-04,2,regular,Cleary
ZJVKPLW,1911,Central League,1911-09-04,2,regular,Egan
MHYZHTL,1911,Central League,1911-09-04,1,regular,Newhouse
SBSXBCY,1911,Central League,1911-09-04,2,regular,Newhouse
YXHKMXQ,1911,Central League,1911-09-04,2,regular,Groeschow
JRCTFLF,1911,Central League,1911-09-05,0,regular,Egan
XGKXVCX,1911,Central League,1911-09-05,0,regular,Cleary
HTYRMLC,1911,Central League,1911-09-06,0,regular,Cleary
MXBNFRN,1911,Central League,1911-09-06,0,regular,Egan
ZGHWTYT,1911,Central League,1911-09-06,0,regular,Groeschow
XRWMJKZ,1911,Central League,1911-09-07,1,regular,Newhouse
TXFMXNN,1911,Central League,1911-09-07,2,regular,Newhouse
DKXRYCM,1911,Central League,1911-09-07,0,regular,Groeschow
NPBGGJQ,1911,Central League,1911-09-07,0,regular,Cleary
KGDHBBP,1911,Central League,1911-09-07,0,regular,Egan
YTSTMNH,1911,Central League,1911-09-08,0,regular,Cleary
XZKVDYB,1911,Central League,1911-09-08,0,regular,Egan
RFLKMCB,1911,Central League,1911-09-09,0,regular,Groeschow
YRHVZWS,1911,Central League,1911-09-09,0,regular,Egan
TWFZJRQ,1911,Central League,1911-09-09,0,regular,Cleary
KKKHRWB,1911,Central League,1911-09-10,1,regular,Egan
CTYLVBK,1911,Central League,1911-09-10,2,regular,Egan
SLCMMLM,1911,Central League,1911-09-10,1,regular,Cleary
DLSFLYR,1911,Central League,1911-09-10,2,regular,O'Leary
