key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18
NJBHDXN,1915-06-28,0,Blue Ridge,regular,,Chambersburg,2,,Gettysburg,9,,,1:58,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, June 29, 1915",0,0,0,0,1,0,0,1,0,,,,,,,,,,0,0,6,3,0,0,0,0,x,,,,,,,,,
LMQZKGV,1915-06-28,0,Blue Ridge,regular,,Frederick,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, June 29, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSLTRPR,1915-06-28,0,Blue Ridge,regular,,Martinsburg,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, June 29, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCSNSTZ,1915-06-29,0,Blue Ridge,regular,,Chambersburg,3,,Gettysburg,3,,,2:00,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, June 30, 1915",0,0,0,2,0,0,0,1,0,0,,,,,,,,,0,1,0,0,0,0,0,0,2,0,,,,,,,,
NNCWBTL,1915-06-29,0,Blue Ridge,regular,,Frederick,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, June 30, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCCTFFC,1915-06-29,0,Blue Ridge,regular,,Martinsburg,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, June 30, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYVPYPT,1915-06-30,0,Blue Ridge,regular,,Hagerstown,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, July 1, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMGTPMY,1915-06-30,0,Blue Ridge,regular,,Martinsburg,1,,Gettysburg,0,,,1:40,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, July 1, 1915",0,0,0,0,1,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
XDVLPQR,1915-06-30,0,Blue Ridge,regular,,Chambersburg,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, July 1, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YYRRBBV,1915-07-01,0,Blue Ridge,regular,,Hagerstown,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, July 2, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFFQPGP,1915-07-01,0,Blue Ridge,regular,,Martinsburg,1,,Gettysburg,1,,,2:00,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, July 2, 1915",0,0,0,0,0,0,0,1,0,0,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,
GRTQBNG,1915-07-01,0,Blue Ridge,regular,,Chambersburg,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, July 2, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGFBYKC,1915-07-02,0,Blue Ridge,regular,,Chambersburg,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, July 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQMTCVS,1915-07-02,0,Blue Ridge,regular,,Gettysburg,1,,Hagerstown,6,,,1:45,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, July 3, 1915",0,0,0,0,0,1,0,0,0,,,,,,,,,,0,3,1,2,0,0,0,0,x,,,,,,,,,
ZDGDTND,1915-07-02,0,Blue Ridge,regular,,Hanover,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150628.txt,"Gettysburg Star and Sentinel, July 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFMXZLF,1915-07-05,1,Blue Ridge,regular,,Frederick,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 6, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDKQKFY,1915-07-05,2,Blue Ridge,regular,,Frederick,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 6, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJSVPTG,1915-07-05,1,Blue Ridge,regular,,Hanover,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 6, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QCNMKLF,1915-07-05,2,Blue Ridge,regular,,Hanover,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 6, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VJXWVJC,1915-07-05,1,Blue Ridge,regular,,Gettysburg,2,,Martinsburg,10,,,2:08,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 6, 1915",0,0,1,0,0,1,0,0,0,,,,,,,,,,2,1,1,0,0,4,2,0,x,,,,,,,,,
NHMTGFZ,1915-07-05,2,Blue Ridge,regular,,Gettysburg,3,,Martinsburg,7,,,1:50,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 6, 1915",0,1,0,1,1,0,0,0,0,,,,,,,,,,0,1,1,0,3,0,0,2,x,,,,,,,,,
KDPSKZH,1915-07-06,0,Blue Ridge,regular,,Hagerstown,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHNRPGM,1915-07-06,0,Blue Ridge,regular,,Martinsburg,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 7, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVLXCWM,1915-07-06,0,Blue Ridge,regular,,Hanover,4,,Gettysburg,1,,,1:45,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 7, 1915",0,2,2,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,
RRBKMRR,1915-07-07,0,Blue Ridge,regular,,Martinsburg,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSJMMPS,1915-07-07,0,Blue Ridge,regular,,Hagerstown,3,,Gettysburg,1,,,1:45,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 8, 1915",0,0,1,0,0,0,2,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,1,,,,,,,,,
JSNZVYV,1915-07-07,1,Blue Ridge,regular,,Frederick,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRWSXZW,1915-07-07,2,Blue Ridge,regular,,Frederick,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLGVNNC,1915-07-08,0,Blue Ridge,regular,,Martinsburg,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 9, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGTTWGM,1915-07-08,1,Blue Ridge,regular,,Hagerstown,7,,Gettysburg,2,,,2:00,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 9, 1915",0,1,0,0,0,0,0,6,0,,,,,,,,,,0,0,0,1,0,1,0,0,0,,,,,,,,,
KBDCPJM,1915-07-08,2,Blue Ridge,regular,,Hagerstown,1,,Gettysburg,4,,,1:15,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 9, 1915",0,0,0,0,0,1,0,,,,,,,,,,,,2,0,2,0,0,0,x,,,,,,,,,,,
XTBRNMT,1915-07-08,1,Blue Ridge,regular,,Frederick,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 9, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJWZHFV,1915-07-09,0,Blue Ridge,regular,,Frederick,2,,Gettysburg,4,,,1:30,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 10, 1915",0,0,0,1,0,1,0,0,0,,,,,,,,,,2,1,0,0,0,0,0,1,x,,,,,,,,,
YLCNHVM,1915-07-09,0,Blue Ridge,regular,,Hagerstown,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 10, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRXNMDK,1915-07-09,0,Blue Ridge,regular,,Chambersburg,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 10, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSJZQLX,1915-07-10,0,Blue Ridge,regular,,Martinsburg,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 12, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XTKZRFQ,1915-07-10,0,Blue Ridge,regular,,Frederick,1,,Gettysburg,2,,,3:55,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 12, 1915",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VSFVFHL,1915-07-10,2,Blue Ridge,regular,,Frederick,,,Gettysburg,,,,,,postponed,length of first game,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 12, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WPMXYBC,1915-07-10,0,Blue Ridge,regular,,Hagerstown,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150705.txt,"Gettysburg Star and Sentinel, July 12, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XVJTBLH,1915-07-12,0,Blue Ridge,regular,,Hagerstown,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 13, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPBTWMX,1915-07-12,0,Blue Ridge,regular,,Martinsburg,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 13, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLSFBDT,1915-07-12,0,Blue Ridge,regular,,Gettysburg,3,,Hanover,4,,,2:10,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 13, 1915",0,0,0,0,3,0,0,0,0,,,,,,,,,,1,0,1,0,0,0,0,2,x,,,,,,,,,
KBYPBNB,1915-07-13,0,Blue Ridge,regular,,Hagerstown,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 14, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDDBWVV,1915-07-13,0,Blue Ridge,regular,,Martinsburg,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 14, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKHQDTB,1915-07-13,0,Blue Ridge,regular,,Gettysburg,4,,Hanover,0,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 14, 1915",0,0,0,0,0,0,1,1,2,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
NVXKNHS,1915-07-14,0,Blue Ridge,regular,,Hanover,1,,Gettysburg,4,,,1:50,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 15, 1915",0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,1,1,0,0,0,2,x,,,,,,,,,
RMNZQVJ,1915-07-14,0,Blue Ridge,regular,,Chambersburg,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 15, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGYNYWG,1915-07-14,0,Blue Ridge,regular,,Frederick,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 15, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLZTDQD,1915-07-15,0,Blue Ridge,regular,,Hanover,7,,Gettysburg,6,,,2:00,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 16, 1915",4,0,0,0,0,3,0,0,0,,,,,,,,,,0,1,3,1,0,1,0,0,0,,,,,,,,,
JCZCLZN,1915-07-15,0,Blue Ridge,regular,,Chambersburg,,,Hagerstown,,,,,,postponed,rain,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 16, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWVTJCZ,1915-07-15,0,Blue Ridge,regular,,Frederick,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 16, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMHRQNR,1915-07-16,0,Blue Ridge,regular,,Hanover,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 17, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQRVHMV,1915-07-16,0,Blue Ridge,regular,,Gettysburg,3,,Frederick,4,,,1:45,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 17, 1915",0,0,0,0,3,0,0,0,0,,,,,,,,,,1,1,1,0,1,0,0,0,x,,,,,,,,,
VBVRCBJ,1915-07-16,0,Blue Ridge,regular,,Martinsburg,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 17, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XDHJFHY,1915-07-17,0,Blue Ridge,regular,,Hanover,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 19, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKSCMWB,1915-07-17,0,Blue Ridge,regular,,Gettysburg,0,,Frederick,6,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 19, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,1,1,0,0,0,0,2,2,x,,,,,,,,,
XDBRCJY,1915-07-17,1,Blue Ridge,regular,,Martinsburg,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 19, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTVNDMS,1915-07-17,2,Blue Ridge,regular,,Martinsburg,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150712.txt,"Gettysburg Star and Sentinel, July 19, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YDNXWWQ,1915-07-19,0,Blue Ridge,regular,,Gettysburg,3,,Chambersburg,3,,,1:10,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 20, 1915",0,0,0,0,1,2,,,,,,,,,,,,,0,0,3,0,0,0,,,,,,,,,,,,
DBKVPTV,1915-07-19,0,Blue Ridge,regular,,Hanover,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 20, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGGWYWT,1915-07-19,0,Blue Ridge,regular,,Hagerstown,,,Martinsburg,,,,,,postponed,rain,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 20, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HXJXVCQ,1915-07-20,1,Blue Ridge,regular,,Gettysburg,9,,Chambersburg,8,,,2:15,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 21, 1915",0,0,0,0,0,1,5,0,2,1,,,,,,,,,2,0,0,1,0,0,2,0,3,0,,,,,,,,
LNSFHGQ,1915-07-20,2,Blue Ridge,regular,,Gettysburg,1,,Chambersburg,3,,,1:10,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 21, 1915",0,0,1,0,0,0,0,,,,,,,,,,,,0,0,0,2,0,1,x,,,,,,,,,,,
TCMWLFV,1915-07-20,0,Blue Ridge,regular,,Hanover,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 21, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSGTXJH,1915-07-20,0,Blue Ridge,regular,,Hagerstown,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 21, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRRBZMF,1915-07-21,0,Blue Ridge,regular,,Chambersburg,4,,Gettysburg,6,,,1:44,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 22, 1915",2,1,0,0,0,0,1,0,0,,,,,,,,,,0,0,0,0,6,0,0,0,x,,,,,,,,,
MDNGXZQ,1915-07-21,0,Blue Ridge,regular,,Frederick,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 22, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSBMWWV,1915-07-21,0,Blue Ridge,regular,,Martinsburg,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 22, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXQXKGM,1915-07-22,0,Blue Ridge,regular,,Chambersburg,2,,Gettysburg,5,,,1:40,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 23, 1915",0,0,1,1,0,0,0,0,0,,,,,,,,,,0,0,2,0,2,1,0,0,x,,,,,,,,,
DKTPSBD,1915-07-22,0,Blue Ridge,regular,,Frederick,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 23, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNDSXLD,1915-07-22,0,Blue Ridge,regular,,Martinsburg,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 23, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVDGFHY,1915-07-23,0,Blue Ridge,regular,,Hagerstown,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 24, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJCHTYF,1915-07-23,0,Blue Ridge,regular,,Martinsburg,2,,Gettysburg,1,,,1:53,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 24, 1915",0,0,0,0,0,0,0,0,2,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,,,,,,,
DMWPTLL,1915-07-23,0,Blue Ridge,regular,,Chambersburg,,,Hanover,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 24, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZYDQCK,1915-07-24,0,Blue Ridge,regular,,Hagerstown,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 26, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWRSCBF,1915-07-24,1,Blue Ridge,regular,,Martinsburg,3,,Gettysburg,1,,,1:56,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 26, 1915",0,0,0,0,2,0,1,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,
NNRDDZD,1915-07-24,2,Blue Ridge,regular,,Martinsburg,4,,Gettysburg,2,,,1:40,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 26, 1915",1,0,2,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,1,1,,,,,,,,,,,
RSPTCQJ,1915-07-24,0,Blue Ridge,regular,,Chambersburg,,,Hanover,,,,,,thrown-out,Protest subsequently upheld,,transcript/1915/1915-GSS/boxes/BLRI-19150719.txt,"Gettysburg Star and Sentinel, July 26, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPPFHNM,1915-07-26,0,Blue Ridge,regular,,Frederick,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WGRVMDV,1915-07-26,0,Blue Ridge,regular,,Gettysburg,11,,Hagerstown,3,,,1:50,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 27, 1915",4,2,0,0,1,2,1,0,1,,,,,,,,,,0,2,0,0,0,1,0,0,0,,,,,,,,,
MMGHLLD,1915-07-26,0,Blue Ridge,regular,,Hanover,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHQPPFP,1915-07-27,0,Blue Ridge,regular,,Frederick,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 28, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYMNTZP,1915-07-27,0,Blue Ridge,regular,,Gettysburg,4,,Hagerstown,5,,,1:50,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 28, 1915",0,0,0,0,0,0,2,2,0,,,,,,,,,,0,0,0,1,1,1,0,0,2,,,,,,,,,
YLDHNSC,1915-07-27,0,Blue Ridge,regular,,Hanover,,,Martinsburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 28, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JXKCBFS,1915-07-28,0,Blue Ridge,regular,,Chambersburg,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 29, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFHLCJC,1915-07-28,0,Blue Ridge,regular,,Hanover,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 29, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLWWSQM,1915-07-28,0,Blue Ridge,regular,,Gettysburg,4,,Martinsburg,5,,,2:00,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 29, 1915",1,1,0,2,0,0,0,0,0,0,,,,,,,,,0,0,3,0,1,0,0,0,0,1,,,,,,,,
TMTHYNF,1915-07-29,0,Blue Ridge,regular,,Chambersburg,,,Frederick,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 30, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHCBSWW,1915-07-29,0,Blue Ridge,regular,,Hanover,,,Hagerstown,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 30, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FKLQTXS,1915-07-29,0,Blue Ridge,regular,,Gettysburg,1,,Martinsburg,2,,,1:10,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 30, 1915",1,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,0,0,0,0,1,x,,,,,,,,,
FZLNZWW,1915-07-30,0,Blue Ridge,regular,,Martinsburg,,,Chambersburg,,,,,,,,,transcript/1915/1915-GSS/boxes/BLRI-19150726.txt,"Gettysburg Star and Sentinel, July 31, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
