key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,away.score.19,away.score.20,away.score.21,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18,home.score.19,home.score.20,home.score.21
RRLBQLL,1915-05-24,0,North Carolina State,regular,,Raleigh,4,,Asheville,2,,923,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 25, 1915",2,0,0,0,0,0,1,0,1,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,
RCWMBXR,1915-05-24,0,North Carolina State,regular,,Durham,6,,Greensboro,4,,550,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 25, 1915",0,0,0,0,1,3,0,0,2,,,,,,,,,,,,,0,0,0,3,0,0,1,0,0,,,,,,,,,,,,
NQGBMLW,1915-05-24,0,North Carolina State,regular,,Charlotte,2,,Winston-Salem,9,,400,2:18,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 25, 1915",1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,3,1,1,3,0,1,x,,,,,,,,,,,,
FPQTGLX,1915-05-25,0,North Carolina State,regular,,Raleigh,4,,Asheville,9,,780,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 26, 1915",0,0,0,0,3,0,1,0,0,,,,,,,,,,,,,3,0,2,0,3,0,1,0,x,,,,,,,,,,,,
MCBYHJG,1915-05-25,0,North Carolina State,regular,,Durham,0,,Greensboro,1,,800,1:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 26, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,0,x,,,,,,,,,,,,
PRWLHPJ,1915-05-25,0,North Carolina State,regular,,Charlotte,2,,Winston-Salem,1,,450,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 26, 1915",1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
JFFDLXD,1915-05-26,0,North Carolina State,regular,,Raleigh,6,,Asheville,0,,300,1:25,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 27, 1915",0,3,0,1,0,0,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
YJZTHVR,1915-05-26,0,North Carolina State,regular,,Durham,7,,Greensboro,5,,900,2:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 27, 1915",0,2,1,2,0,0,0,0,0,2,,,,,,,,,,,,2,0,0,0,0,0,3,0,0,0,,,,,,,,,,,
DQRVKLQ,1915-05-26,0,North Carolina State,regular,,Charlotte,2,,Winston-Salem,3,,300,2:05,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150520.txt,"Charlotte Daily Observer, May 27, 1915",1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,0,0,1,0,0,0,2,0,x,,,,,,,,,,,,
VBCKBRW,1915-05-27,0,North Carolina State,regular,,Greensboro,2,,Charlotte,4,,500,2:05,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 28, 1915",1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,1,0,0,0,2,0,1,0,x,,,,,,,,,,,,
YBDMWKZ,1915-05-27,0,North Carolina State,regular,,Durham,2,,Raleigh,3,,1500,1:34,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 28, 1915",0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,2,0,0,0,0,1,0,0,x,,,,,,,,,,,,
XYZBRHL,1915-05-27,0,North Carolina State,regular,,Asheville,1,,Winston-Salem,5,,450,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 28, 1915",0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,0,0,4,0,0,0,1,0,x,,,,,,,,,,,,
PRMHLHW,1915-05-28,0,North Carolina State,regular,,Greensboro,,,Charlotte,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 29, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FKHFVHF,1915-05-28,0,North Carolina State,regular,,Durham,,,Raleigh,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 29, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCFXVBN,1915-05-28,0,North Carolina State,regular,,Durham,3,,Raleigh,2,,1200,1:35,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 30, 1915",1,0,0,0,0,0,2,0,0,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,
LRJFTGV,1915-05-28,0,North Carolina State,regular,,Asheville,,,Winston-Salem,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 29, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXLBXJN,1915-05-29,0,North Carolina State,regular,,Greensboro,3,,Charlotte,6,,1100,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 30, 1915",0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,1,0,4,1,0,0,0,0,x,,,,,,,,,,,,
JBTSJBF,1915-05-29,1,North Carolina State,regular,,Asheville,6,,Winston-Salem,7,,800,2:18,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 30, 1915",1,0,0,0,0,1,3,0,1,,,,,,,,,,,,,0,0,0,2,2,0,0,3,x,,,,,,,,,,,,
DSYJZXN,1915-05-29,2,North Carolina State,regular,,Asheville,5,,Winston-Salem,6,,1250,1:35,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, May 30, 1915",0,0,0,0,1,0,4,,,,,,,,,,,,,,,1,1,0,0,4,0,x,,,,,,,,,,,,,,
LMCLKLR,1915-05-31,0,North Carolina State,regular,,Asheville,,,Charlotte,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 1, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCSFRXH,1915-05-31,0,North Carolina State,regular,,Winston-Salem,1,,Durham,0,,400,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 1, 1915",0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
RLXJHTD,1915-05-31,0,North Carolina State,regular,,Raleigh,,,Greensboro,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 1, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QYSZFCV,1915-06-01,0,North Carolina State,regular,,Asheville,,,Charlotte,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 2, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QZKMRMD,1915-06-01,0,North Carolina State,regular,,Winston-Salem,,,Durham,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 2, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JFNNDHB,1915-06-01,0,North Carolina State,regular,,Raleigh,,,Greensboro,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 2, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBSXFJG,1915-06-02,1,North Carolina State,regular,,Asheville,1,,Charlotte,2,,425,1:40,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 3, 1915",0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,
TZXZNPT,1915-06-02,2,North Carolina State,regular,,Asheville,3,,Charlotte,0,,750,1:15,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 3, 1915",0,0,0,0,0,0,3,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
ZSTKLWR,1915-06-02,0,North Carolina State,regular,,Winston-Salem,,,Durham,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRPHVKN,1915-06-02,0,North Carolina State,regular,,Raleigh,,,Greensboro,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150527.txt,"Charlotte Daily Observer, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBJGPVC,1915-06-03,0,North Carolina State,regular,,Greensboro,4,,Asheville,6,,591,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 4, 1915",4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,0,3,0,2,x,,,,,,,,,,,,
SVNWSSZ,1915-06-03,0,North Carolina State,regular,,Charlotte,,,Durham,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBDYNHW,1915-06-03,0,North Carolina State,regular,,Winston-Salem,2,,Raleigh,6,,350,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 4, 1915",1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,5,0,0,1,0,0,0,0,x,,,,,,,,,,,,
RHNTCVH,1915-06-04,0,North Carolina State,regular,,Greensboro,3,,Asheville,10,,616,2:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 5, 1915",0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,2,1,0,0,2,0,0,5,x,,,,,,,,,,,,
RMQHNKZ,1915-06-04,1,North Carolina State,regular,,Charlotte,1,,Durham,9,,1000,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 5, 1915",0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,4,0,1,0,2,0,2,0,x,,,,,,,,,,,,
BHFFFDR,1915-06-04,2,North Carolina State,regular,,Charlotte,5,,Durham,2,,1000,1:20,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 5, 1915",4,0,0,0,1,0,0,,,,,,,,,,,,,,,1,0,0,1,0,0,0,,,,,,,,,,,,,,
FFNMXSY,1915-06-04,0,North Carolina State,regular,,Winston-Salem,0,,Raleigh,3,,800,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 5, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,1,1,x,,,,,,,,,,,,
JSXRYXD,1915-06-05,0,North Carolina State,regular,,Greensboro,,,Asheville,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 6, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XHFHSTW,1915-06-05,0,North Carolina State,regular,,Charlotte,0,,Durham,2,,830,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 6, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,0,1,0,0,x,,,,,,,,,,,,
PXRQJQR,1915-06-05,0,North Carolina State,regular,,Winston-Salem,1,,Raleigh,2,,1050,1:35,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 6, 1915",1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,0,1,x,,,,,,,,,,,,
MWQBJHH,1915-06-07,0,North Carolina State,regular,,Durham,4,,Asheville,8,,678,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 8, 1915",1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,2,2,1,0,1,0,0,2,x,,,,,,,,,,,,
SSLJFMJ,1915-06-07,0,North Carolina State,regular,,Charlotte,0,,Raleigh,2,,650,1:30,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 8, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,0,0,1,0,x,,,,,,,,,,,,
WCTTQVP,1915-06-07,0,North Carolina State,regular,,Greensboro,2,,Winston-Salem,4,,500,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 8, 1915",0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,0,1,1,0,2,0,0,0,0,,,,,,,,,,,,
LFGGYWF,1915-06-08,0,North Carolina State,regular,,Durham,6,,Asheville,7,,652,2:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 9, 1915",1,0,0,1,3,0,0,0,1,0,,,,,,,,,,,,0,2,0,0,0,0,4,0,0,1,,,,,,,,,,,
RMDPDBQ,1915-06-08,0,North Carolina State,regular,,Charlotte,8,,Raleigh,2,,700,1:35,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 9, 1915",7,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,
BZGXHKJ,1915-06-08,0,North Carolina State,regular,,Greensboro,1,,Winston-Salem,4,,550,1:30,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 9, 1915",0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,0,1,0,0,2,0,0,1,x,,,,,,,,,,,,
CYJZWPL,1915-06-09,0,North Carolina State,regular,,Durham,15,,Asheville,23,,765,2:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 10, 1915",0,1,2,0,1,2,1,7,1,,,,,,,,,,,,,2,0,2,10,3,3,1,2,x,,,,,,,,,,,,
FVQDYPG,1915-06-09,0,North Carolina State,regular,,Charlotte,6,,Raleigh,4,,800,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 10, 1915",0,1,3,0,1,0,0,1,0,,,,,,,,,,,,,0,0,0,0,0,1,3,0,0,,,,,,,,,,,,
HBVHZWZ,1915-06-09,0,North Carolina State,regular,,Greensboro,8,,Winston-Salem,7,,500,2:22,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150603.txt,"Charlotte Daily Observer, June 10, 1915",0,1,5,0,0,0,0,2,0,,,,,,,,,,,,,1,0,1,0,2,0,1,0,2,,,,,,,,,,,,
YKFJQFB,1915-06-10,1,North Carolina State,regular,,Durham,1,,Charlotte,2,,800,1:40,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 11, 1915",0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,1,0,0,0,x,,,,,,,,,,,,
VCPVSBB,1915-06-10,2,North Carolina State,regular,,Durham,4,,Charlotte,5,,1250,1:25,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 11, 1915",0,0,0,0,3,1,0,,,,,,,,,,,,,,,0,0,0,2,0,3,x,,,,,,,,,,,,,,
YPCHNBP,1915-06-10,1,North Carolina State,regular,,Asheville,10,,Greensboro,1,,1000,2:15,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 11, 1915",0,0,0,0,0,0,1,4,5,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
LXTVPNF,1915-06-10,2,North Carolina State,regular,,Asheville,1,,Greensboro,0,,950,1:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 11, 1915",1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
SSHBTNX,1915-06-10,0,North Carolina State,regular,,Raleigh,9,,Winston-Salem,3,,500,1:32,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 11, 1915",0,4,0,0,0,4,0,1,0,,,,,,,,,,,,,0,1,0,0,0,2,0,0,0,,,,,,,,,,,,
CYJBYVV,1915-06-11,0,North Carolina State,regular,,Durham,5,,Charlotte,3,,800,1:40,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 12, 1915",2,3,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,
LZNQSZR,1915-06-11,0,North Carolina State,regular,,Asheville,7,,Greensboro,0,,250,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 12, 1915",2,1,0,0,0,0,0,1,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
MKLBMST,1915-06-11,0,North Carolina State,regular,,Raleigh,3,,Winston-Salem,0,,400,1:22,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 12, 1915",0,1,0,0,0,0,0,2,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
QGCSDLF,1915-06-12,0,North Carolina State,regular,,Durham,2,,Charlotte,6,,950,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 13, 1915",0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,3,0,1,0,0,0,1,1,x,,,,,,,,,,,,
QJYRXDN,1915-06-12,0,North Carolina State,regular,,Asheville,0,,Greensboro,7,,700,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 13, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,2,4,0,0,0,0,0,,,,,,,,,,,,
GBHFYHM,1915-06-12,0,North Carolina State,regular,,Raleigh,7,,Winston-Salem,8,,750,2:24,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 13, 1915",0,0,1,0,5,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,3,0,0,2,1,0,1,,,,,,,,,,
PKRLTQJ,1915-06-14,0,North Carolina State,regular,,Winston-Salem,2,,Asheville,3,,533,1:40,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 15, 1915",0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,1,2,0,0,0,0,0,,,,,,,,,,,,
WXWFNYN,1915-06-14,1,North Carolina State,regular,,Raleigh,2,,Durham,3,,1200,1:25,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 15, 1915",0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,0,0,0,2,0,0,0,0,1,,,,,,,,,,,,
DWBKVZB,1915-06-14,2,North Carolina State,regular,,Raleigh,2,,Durham,6,,1200,1:20,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 15, 1915",0,0,0,0,0,0,2,,,,,,,,,,,,,,,0,0,0,0,2,4,x,,,,,,,,,,,,,,
TSWPLBN,1915-06-14,1,North Carolina State,regular,,Charlotte,7,,Greensboro,4,,500,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 15, 1915",0,0,3,0,0,0,3,1,0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,2,,,,,,,,,,,,
GCWMTFM,1915-06-14,2,North Carolina State,regular,,Charlotte,0,,Greensboro,1,,800,1:12,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 15, 1915",0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,1,x,,,,,,,,,,,,,,
MXLYXYD,1915-06-15,0,North Carolina State,regular,,Winston-Salem,,,Asheville,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 16, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XKWGSFG,1915-06-15,0,North Carolina State,regular,,Raleigh,2,,Durham,4,,500,1:50,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 16, 1915",1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,2,0,2,0,0,0,0,0,x,,,,,,,,,,,,
NNJBSVH,1915-06-15,0,North Carolina State,regular,,Charlotte,3,,Greensboro,0,,500,1:55,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 16, 1915",1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
MYJDYVP,1915-06-16,1,North Carolina State,regular,,Winston-Salem,,,Asheville,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 17, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRDBDFB,1915-06-16,2,North Carolina State,regular,,Winston-Salem,3,,Asheville,4,,650,2:40,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 17, 1915",2,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,0,2,0,0,0,0,0,0,0,1,1,,,,,,,,,,
DZGRNNJ,1915-06-16,0,North Carolina State,regular,,Raleigh,7,,Durham,2,,550,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 17, 1915",0,0,0,1,1,0,3,0,2,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,
MTVPTGF,1915-06-16,0,North Carolina State,regular,,Charlotte,2,,Greensboro,1,,400,1:30,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150610.txt,"Charlotte Daily Observer, June 17, 1915",0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,
QMGTZNY,1915-06-17,0,North Carolina State,regular,,Charlotte,0,,Asheville,7,,751,1:30,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 18, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,1,0,0,5,x,,,,,,,,,,,,
CYLGCQW,1915-06-17,0,North Carolina State,regular,,Greensboro,3,,Raleigh,2,,600,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 18, 1915",1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,
XVTZJJX,1915-06-17,0,North Carolina State,regular,,Durham,8,,Winston-Salem,6,,400,2:10,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 18, 1915",5,0,0,0,0,0,1,1,1,,,,,,,,,,,,,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,
VHNLZMF,1915-06-18,0,North Carolina State,regular,,Charlotte,6,,Asheville,5,,764,2:00,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 19, 1915",0,1,0,0,1,0,0,1,3,,,,,,,,,,,,,1,1,0,0,0,0,0,2,1,,,,,,,,,,,,
WQRXXDP,1915-06-18,0,North Carolina State,regular,,Greensboro,,,Raleigh,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 19, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZMBCYB,1915-06-18,0,North Carolina State,regular,,Durham,,,Winston-Salem,,,,,,postponed,rain,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 19, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQBRPTS,1915-06-19,0,North Carolina State,regular,,Charlotte,2,,Asheville,7,,868,1:35,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 20, 1915",0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,0,1,2,2,0,0,0,2,x,,,,,,,,,,,,
LCXMQVJ,1915-06-19,1,North Carolina State,regular,,Greensboro,0,,Raleigh,3,,1100,1:40,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 20, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,3,0,0,0,0,x,,,,,,,,,,,,
QTMXXXZ,1915-06-19,2,North Carolina State,regular,,Greensboro,5,,Raleigh,1,,1200,1:25,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 20, 1915",1,0,0,0,0,4,0,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,,,,,,,,,,
RSSKBJY,1915-06-19,1,North Carolina State,regular,,Durham,1,,Winston-Salem,2,,600,1:52,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 20, 1915",1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,
VDCCNDT,1915-06-19,2,North Carolina State,regular,,Durham,5,,Winston-Salem,0,,1000,1:20,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 20, 1915",0,0,2,2,1,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
FSWXZTL,1915-06-21,1,North Carolina State,regular,,Winston-Salem,1,,Charlotte,2,,700,1:45,,,,,transcript/1915/1915-CDO/boxes/NCSL-19150617.txt,"Charlotte Daily Observer, June 22, 1915",0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,1,0,0,0,0,x,,,,,,,,,,,,
